beneficiary_id,name,sex,age,household_size,department,commune,vulnerability_score,registration_date
373,Beneficiary_373,F,44,1,Sud,Aquin,35,1/17/2025
374,Beneficiary_374,F,38,6,Ouest,Delmas,34,2/19/2025
375,Beneficiary_375,M,23,8,Sud,Les Cayes,21,2/17/2025
376,Beneficiary_376,M,18,3,Artibonite,Saint-Marc,22,3/9/2025
377,Beneficiary_377,F,17,5,Artibonite,Saint-Marc,71,2/1/2025
378,Beneficiary_378,M,17,8,Ouest,Port-au-Prince,100,3/8/2025
379,Beneficiary_379,M,43,5,Artibonite,Dessalines,53,2/3/2025
380,Beneficiary_380,M,19,5,Sud,Port-Salut,64,3/30/2025
381,Beneficiary_381,M,24,3,Artibonite,Gonaives,52,1/10/2025
382,Beneficiary_382,F,81,2,Artibonite,Gonaives,48,3/29/2025
383,Beneficiary_383,F,55,2,Artibonite,Dessalines,35,3/12/2025
384,Beneficiary_384,F,34,3,Sud,Port-Salut,85,3/31/2025
385,Beneficiary_385,F,23,9,Sud,Les Cayes,86,1/29/2025
386,Beneficiary_386,M,47,4,Ouest,Delmas,38,3/5/2025
387,Beneficiary_387,F,46,8,Ouest,Tabarre,69,3/12/2025
388,Beneficiary_388,M,46,5,Ouest,Port-au-Prince,18,2/20/2025
389,Beneficiary_389,F,21,9,Sud,Aquin,45,2/22/2025
390,Beneficiary_390,M,33,3,Artibonite,Dessalines,62,2/10/2025
391,Beneficiary_391,F,38,8,Sud,Les Cayes,23,3/29/2025
392,Beneficiary_392,M,41,9,Sud,Port-Salut,62,3/23/2025
393,Beneficiary_393,M,45,7,Sud,Les Cayes,71,3/6/2025
394,Beneficiary_394,M,50,5,Ouest,Port-au-Prince,59,1/22/2025
395,Beneficiary_395,M,33,6,Ouest,Tabarre,16,3/8/2025
396,Beneficiary_396,F,42,4,Artibonite,Gonaives,54,3/23/2025
397,Beneficiary_397,M,39,5,Sud,Port-Salut,24,3/20/2025
398,Beneficiary_398,M,15,3,Sud,Les Cayes,71,1/22/2025
399,Beneficiary_399,F,34,1,Sud,Aquin,63,1/4/2025
400,Beneficiary_400,F,35,4,Ouest,Port-au-Prince,50,3/15/2025
401,Beneficiary_401,M,51,8,Artibonite,Dessalines,39,3/22/2025
402,Beneficiary_402,F,36,8,Sud,Port-Salut,40,2/1/2025
403,Beneficiary_403,F,27,8,Sud,Port-Salut,43,1/10/2025
404,Beneficiary_404,M,38,8,Sud,Les Cayes,40,2/23/2025
405,Beneficiary_405,M,57,6,Artibonite,Saint-Marc,32,3/19/2025
406,Beneficiary_406,F,31,6,Ouest,Tabarre,41,2/21/2025
407,Beneficiary_407,M,61,6,Ouest,Tabarre,53,1/31/2025
408,Beneficiary_408,F,53,8,Artibonite,Gonaives,20,2/1/2025
409,Beneficiary_409,M,39,5,Ouest,Port-au-Prince,67,2/19/2025
410,Beneficiary_410,M,36,3,Sud,Port-Salut,71,2/11/2025
411,Beneficiary_411,F,25,4,Sud,Aquin,78,1/21/2025
412,Beneficiary_412,F,76,8,Artibonite,Dessalines,42,2/9/2025
413,Beneficiary_413,M,26,7,Artibonite,Gonaives,79,3/6/2025
414,Beneficiary_414,M,63,6,Artibonite,Gonaives,39,1/7/2025
415,Beneficiary_415,F,27,8,Ouest,Tabarre,44,2/6/2025
416,Beneficiary_416,M,10,7,Sud,Les Cayes,31,1/18/2025
417,Beneficiary_417,F,16,7,Artibonite,Dessalines,34,2/16/2025
418,Beneficiary_418,M,34,9,Ouest,Carrefour,54,1/25/2025
419,Beneficiary_419,F,62,2,Artibonite,Dessalines,30,2/19/2025
420,Beneficiary_420,F,52,2,Sud,Port-Salut,45,1/17/2025
421,Beneficiary_421,F,34,6,Ouest,Carrefour,63,3/13/2025
422,Beneficiary_422,M,14,9,Artibonite,Gonaives,57,2/21/2025
423,Beneficiary_423,M,37,1,Sud,Les Cayes,59,1/18/2025
424,Beneficiary_424,F,40,9,Sud,Port-Salut,99,2/28/2025
425,Beneficiary_425,F,23,6,Ouest,Delmas,39,1/21/2025
426,Beneficiary_426,F,23,6,Artibonite,Dessalines,38,3/6/2025
427,Beneficiary_427,F,23,5,Sud,Aquin,73,3/2/2025
428,Beneficiary_428,F,60,2,Ouest,Tabarre,38,2/23/2025
429,Beneficiary_429,M,20,8,Sud,Port-Salut,59,2/3/2025
430,Beneficiary_430,M,25,1,Sud,Aquin,62,3/16/2025
431,Beneficiary_431,F,38,3,Artibonite,Gonaives,19,3/29/2025
432,Beneficiary_432,M,62,4,Ouest,Port-au-Prince,85,1/3/2025
433,Beneficiary_433,F,23,3,Artibonite,Saint-Marc,42,2/22/2025
434,Beneficiary_434,F,40,9,Sud,Les Cayes,56,3/20/2025
435,Beneficiary_435,M,46,3,Artibonite,Dessalines,90,3/8/2025
436,Beneficiary_436,F,31,9,Ouest,Tabarre,34,2/18/2025
437,Beneficiary_437,F,10,9,Artibonite,Gonaives,35,2/13/2025
438,Beneficiary_438,F,34,8,Sud,Port-Salut,85,1/25/2025
439,Beneficiary_439,F,25,4,Ouest,Tabarre,54,2/8/2025
440,Beneficiary_440,M,34,8,Artibonite,Dessalines,73,2/10/2025
441,Beneficiary_441,F,80,5,Artibonite,Saint-Marc,39,1/16/2025
442,Beneficiary_442,F,26,7,Sud,Aquin,70,2/14/2025
443,Beneficiary_443,M,47,5,Ouest,Tabarre,86,1/11/2025
444,Beneficiary_444,F,45,8,Artibonite,Saint-Marc,42,1/28/2025
445,Beneficiary_445,F,45,3,Ouest,Tabarre,72,1/14/2025
446,Beneficiary_446,M,49,4,Sud,Aquin,60,1/7/2025
447,Beneficiary_447,M,54,4,Sud,Aquin,73,1/7/2025
448,Beneficiary_448,F,59,8,Ouest,Carrefour,62,1/13/2025
449,Beneficiary_449,M,31,9,Sud,Les Cayes,52,1/21/2025
450,Beneficiary_450,F,56,8,Artibonite,Dessalines,33,3/25/2025
451,Beneficiary_451,F,41,5,Ouest,Tabarre,42,3/24/2025
452,Beneficiary_452,M,35,9,Ouest,Port-au-Prince,75,1/5/2025
453,Beneficiary_453,M,38,1,Ouest,Carrefour,50,2/20/2025
454,Beneficiary_454,F,10,1,Artibonite,Gonaives,64,1/2/2025
455,Beneficiary_455,M,46,6,Artibonite,Dessalines,93,2/6/2025
456,Beneficiary_456,F,29,3,Artibonite,Dessalines,54,3/6/2025
457,Beneficiary_457,M,39,2,Artibonite,Saint-Marc,81,2/12/2025
458,Beneficiary_458,F,33,3,Ouest,Carrefour,55,1/2/2025
459,Beneficiary_459,F,45,4,Sud,Port-Salut,53,1/23/2025
460,Beneficiary_460,F,26,7,Sud,Aquin,53,3/7/2025
461,Beneficiary_461,F,54,2,Artibonite,Gonaives,29,1/24/2025
462,Beneficiary_462,F,37,4,Ouest,Carrefour,35,1/1/2025
463,Beneficiary_463,M,56,8,Artibonite,Saint-Marc,19,2/4/2025
464,Beneficiary_464,M,24,5,Artibonite,Saint-Marc,57,3/25/2025
465,Beneficiary_465,M,63,1,Artibonite,Dessalines,48,3/27/2025
466,Beneficiary_466,F,25,3,Ouest,Carrefour,87,2/21/2025
467,Beneficiary_467,F,8,2,Sud,Aquin,6,3/23/2025
468,Beneficiary_468,M,42,4,Artibonite,Saint-Marc,39,1/18/2025
469,Beneficiary_469,F,16,6,Artibonite,Gonaives,64,2/23/2025
470,Beneficiary_470,F,39,9,Sud,Aquin,38,3/27/2025
471,Beneficiary_471,M,11,9,Ouest,Delmas,67,2/27/2025
472,Beneficiary_472,F,46,2,Sud,Aquin,48,3/14/2025
473,Beneficiary_473,M,68,9,Ouest,Port-au-Prince,28,1/20/2025
474,Beneficiary_474,F,7,2,Ouest,Tabarre,36,3/29/2025
475,Beneficiary_475,M,34,9,Ouest,Carrefour,54,2/27/2025
476,Beneficiary_476,M,30,9,Ouest,Carrefour,57,2/23/2025
477,Beneficiary_477,M,12,9,Artibonite,Dessalines,78,3/1/2025
478,Beneficiary_478,M,33,7,Sud,Port-Salut,72,2/2/2025
479,Beneficiary_479,M,41,1,Ouest,Delmas,59,2/24/2025
480,Beneficiary_480,M,45,9,Artibonite,Dessalines,58,1/8/2025
481,Beneficiary_481,M,46,5,Ouest,Carrefour,76,2/22/2025
482,Beneficiary_482,F,38,6,Ouest,Delmas,64,2/18/2025
483,Beneficiary_483,F,33,2,Artibonite,Saint-Marc,78,3/29/2025
484,Beneficiary_484,M,22,6,Sud,Aquin,86,1/16/2025
485,Beneficiary_485,M,34,4,Ouest,Carrefour,21,1/1/2025
486,Beneficiary_486,F,37,9,Ouest,Tabarre,36,2/24/2025
487,Beneficiary_487,M,50,4,Sud,Port-Salut,36,2/28/2025
488,Beneficiary_488,F,26,4,Artibonite,Gonaives,12,1/15/2025
489,Beneficiary_489,M,26,4,Ouest,Carrefour,1,1/27/2025
490,Beneficiary_490,M,6,8,Ouest,Port-au-Prince,65,3/18/2025
491,Beneficiary_491,M,49,4,Sud,Aquin,58,1/6/2025
492,Beneficiary_492,M,17,9,Artibonite,Saint-Marc,49,1/28/2025
493,Beneficiary_493,F,34,4,Ouest,Delmas,26,3/15/2025
494,Beneficiary_494,F,62,4,Artibonite,Dessalines,67,2/8/2025
495,Beneficiary_495,F,31,5,Ouest,Delmas,50,2/5/2025
496,Beneficiary_496,F,38,9,Ouest,Delmas,9,3/5/2025
497,Beneficiary_497,F,30,9,Ouest,Tabarre,36,2/10/2025
498,Beneficiary_498,F,16,3,Sud,Port-Salut,44,2/8/2025
499,Beneficiary_499,F,67,4,Artibonite,Gonaives,62,1/29/2025
500,Beneficiary_500,M,24,8,Artibonite,Dessalines,61,1/8/2025
501,Beneficiary_501,F,60,9,Sud,Port-Salut,68,3/9/2025
502,Beneficiary_502,M,36,5,Ouest,Carrefour,37,1/27/2025
503,Beneficiary_503,M,47,8,Artibonite,Dessalines,57,2/17/2025
504,Beneficiary_504,M,51,5,Ouest,Delmas,62,2/18/2025
505,Beneficiary_505,M,53,2,Sud,Aquin,39,1/25/2025
506,Beneficiary_506,M,58,8,Sud,Aquin,53,1/27/2025
507,Beneficiary_507,M,72,4,Artibonite,Saint-Marc,36,1/25/2025
508,Beneficiary_508,F,66,4,Sud,Les Cayes,53,3/31/2025
509,Beneficiary_509,M,23,7,Sud,Aquin,40,1/31/2025
510,Beneficiary_510,F,29,7,Sud,Port-Salut,58,3/1/2025
511,Beneficiary_511,F,44,5,Sud,Aquin,38,2/3/2025
512,Beneficiary_512,F,34,8,Artibonite,Dessalines,92,1/13/2025
513,Beneficiary_513,F,66,4,Sud,Port-Salut,58,2/17/2025
514,Beneficiary_514,M,35,4,Artibonite,Saint-Marc,52,1/19/2025
515,Beneficiary_515,F,46,5,Ouest,Tabarre,29,1/20/2025
516,Beneficiary_516,M,30,7,Ouest,Tabarre,16,3/14/2025
517,Beneficiary_517,F,42,5,Ouest,Carrefour,62,3/4/2025
518,Beneficiary_518,F,26,8,Sud,Aquin,81,1/22/2025
519,Beneficiary_519,M,12,3,Sud,Port-Salut,20,3/11/2025
520,Beneficiary_520,M,39,9,Artibonite,Gonaives,70,1/5/2025
521,Beneficiary_521,M,65,7,Ouest,Port-au-Prince,40,1/18/2025
522,Beneficiary_522,M,54,3,Sud,Les Cayes,49,1/2/2025
523,Beneficiary_523,F,31,1,Ouest,Carrefour,67,3/21/2025
524,Beneficiary_524,F,46,8,Sud,Aquin,18,1/3/2025
525,Beneficiary_525,M,61,1,Ouest,Carrefour,77,3/9/2025
526,Beneficiary_526,F,23,1,Sud,Port-Salut,57,3/6/2025
527,Beneficiary_527,F,43,3,Sud,Aquin,55,1/14/2025
528,Beneficiary_528,M,25,4,Ouest,Delmas,36,3/21/2025
529,Beneficiary_529,F,34,5,Sud,Port-Salut,73,2/20/2025
530,Beneficiary_530,F,44,8,Ouest,Tabarre,42,3/14/2025
531,Beneficiary_531,F,48,2,Ouest,Delmas,0,3/25/2025
532,Beneficiary_532,M,55,7,Sud,Les Cayes,15,2/18/2025
533,Beneficiary_533,F,28,1,Artibonite,Dessalines,27,3/23/2025
534,Beneficiary_534,M,11,8,Ouest,Delmas,73,2/25/2025
535,Beneficiary_535,M,26,9,Sud,Port-Salut,56,1/6/2025
536,Beneficiary_536,F,34,5,Ouest,Delmas,59,1/6/2025
537,Beneficiary_537,M,36,3,Ouest,Tabarre,24,2/10/2025
538,Beneficiary_538,M,52,7,Ouest,Delmas,40,1/10/2025
539,Beneficiary_539,M,6,7,Artibonite,Gonaives,41,3/28/2025
540,Beneficiary_540,F,62,3,Sud,Port-Salut,67,3/30/2025
541,Beneficiary_541,F,28,1,Sud,Les Cayes,43,1/13/2025
542,Beneficiary_542,M,29,6,Artibonite,Gonaives,91,3/19/2025
543,Beneficiary_543,F,41,6,Sud,Aquin,58,1/4/2025
544,Beneficiary_544,F,53,8,Sud,Port-Salut,54,1/30/2025
545,Beneficiary_545,F,30,7,Artibonite,Dessalines,46,1/24/2025
546,Beneficiary_546,F,33,2,Sud,Aquin,49,3/21/2025
547,Beneficiary_547,M,48,2,Artibonite,Gonaives,51,2/4/2025
548,Beneficiary_548,M,48,7,Ouest,Carrefour,48,2/10/2025
549,Beneficiary_549,M,36,1,Artibonite,Gonaives,10,2/9/2025
550,Beneficiary_550,F,51,2,Artibonite,Saint-Marc,56,1/17/2025
551,Beneficiary_551,F,52,8,Ouest,Delmas,0,3/13/2025
552,Beneficiary_552,F,72,2,Sud,Aquin,47,1/4/2025
553,Beneficiary_553,M,54,6,Ouest,Tabarre,29,2/19/2025
554,Beneficiary_554,F,46,7,Ouest,Tabarre,28,1/11/2025
555,Beneficiary_555,M,23,9,Sud,Aquin,88,1/22/2025
556,Beneficiary_556,M,31,3,Sud,Port-Salut,54,2/4/2025
557,Beneficiary_557,F,50,3,Artibonite,Saint-Marc,59,1/9/2025
558,Beneficiary_558,F,37,7,Ouest,Carrefour,57,2/8/2025
559,Beneficiary_559,F,78,5,Artibonite,Gonaives,48,2/1/2025
560,Beneficiary_560,F,38,4,Sud,Aquin,71,2/28/2025
561,Beneficiary_561,F,54,1,Ouest,Delmas,73,2/20/2025
562,Beneficiary_562,F,46,6,Artibonite,Dessalines,27,2/26/2025
563,Beneficiary_563,M,64,5,Artibonite,Saint-Marc,27,2/11/2025
564,Beneficiary_564,M,40,8,Sud,Aquin,34,2/10/2025
565,Beneficiary_565,F,33,5,Ouest,Carrefour,56,3/30/2025
566,Beneficiary_566,M,40,6,Sud,Port-Salut,58,2/18/2025
567,Beneficiary_567,F,64,2,Artibonite,Saint-Marc,59,3/14/2025
568,Beneficiary_568,M,30,8,Ouest,Delmas,69,1/27/2025
569,Beneficiary_569,M,56,7,Artibonite,Saint-Marc,25,3/28/2025
570,Beneficiary_570,F,45,4,Artibonite,Gonaives,64,2/2/2025
571,Beneficiary_571,F,29,7,Sud,Les Cayes,77,1/10/2025
572,Beneficiary_572,F,32,7,Artibonite,Dessalines,52,3/10/2025
573,Beneficiary_573,F,31,9,Sud,Aquin,50,1/5/2025
574,Beneficiary_574,M,15,2,Artibonite,Dessalines,21,2/1/2025
575,Beneficiary_575,F,63,3,Sud,Aquin,33,3/24/2025
576,Beneficiary_576,F,17,6,Sud,Les Cayes,6,2/25/2025
577,Beneficiary_577,M,23,5,Ouest,Port-au-Prince,23,1/29/2025
578,Beneficiary_578,M,64,8,Sud,Aquin,70,2/17/2025
579,Beneficiary_579,M,22,6,Artibonite,Saint-Marc,95,1/4/2025
580,Beneficiary_580,F,52,7,Artibonite,Gonaives,43,1/11/2025
581,Beneficiary_581,F,0,5,Ouest,Delmas,95,2/13/2025
582,Beneficiary_582,F,9,6,Artibonite,Gonaives,17,3/2/2025
583,Beneficiary_583,F,53,6,Ouest,Carrefour,98,1/9/2025
584,Beneficiary_584,M,59,1,Artibonite,Gonaives,61,2/13/2025
585,Beneficiary_585,M,45,4,Sud,Les Cayes,67,3/8/2025
586,Beneficiary_586,F,48,9,Ouest,Delmas,55,2/24/2025
587,Beneficiary_587,F,36,3,Artibonite,Gonaives,48,1/24/2025
588,Beneficiary_588,F,21,7,Sud,Aquin,44,1/4/2025
589,Beneficiary_589,M,4,8,Sud,Aquin,48,3/17/2025
590,Beneficiary_590,M,17,4,Artibonite,Saint-Marc,27,1/27/2025
591,Beneficiary_591,M,38,2,Artibonite,Dessalines,77,3/10/2025
592,Beneficiary_592,F,51,4,Ouest,Tabarre,18,2/28/2025
593,Beneficiary_593,F,17,9,Ouest,Tabarre,68,3/23/2025
594,Beneficiary_594,F,17,7,Artibonite,Dessalines,45,3/17/2025
595,Beneficiary_595,F,44,8,Ouest,Tabarre,30,3/21/2025
596,Beneficiary_596,M,36,3,Ouest,Tabarre,23,2/10/2025
597,Beneficiary_597,F,24,2,Ouest,Delmas,56,1/24/2025
598,Beneficiary_598,M,6,9,Artibonite,Dessalines,58,2/19/2025
599,Beneficiary_599,M,34,7,Artibonite,Dessalines,61,2/24/2025
600,Beneficiary_600,M,39,9,Ouest,Carrefour,77,1/22/2025
601,Beneficiary_601,M,37,3,Artibonite,Saint-Marc,41,2/10/2025
602,Beneficiary_602,M,37,6,Artibonite,Dessalines,60,1/2/2025
603,Beneficiary_603,M,35,7,Artibonite,Gonaives,50,3/13/2025
604,Beneficiary_604,F,22,7,Sud,Aquin,36,3/29/2025
605,Beneficiary_605,F,9,8,Artibonite,Saint-Marc,84,1/22/2025
606,Beneficiary_606,M,12,5,Ouest,Port-au-Prince,36,1/5/2025
607,Beneficiary_607,F,22,3,Artibonite,Gonaives,67,2/28/2025
608,Beneficiary_608,F,29,9,Sud,Aquin,74,3/7/2025
609,Beneficiary_609,F,22,9,Ouest,Port-au-Prince,55,2/16/2025
610,Beneficiary_610,F,19,9,Sud,Les Cayes,92,1/28/2025
611,Beneficiary_611,M,13,5,Artibonite,Gonaives,56,1/5/2025
612,Beneficiary_612,F,46,2,Artibonite,Saint-Marc,58,2/26/2025
613,Beneficiary_613,M,31,6,Ouest,Delmas,47,3/20/2025
614,Beneficiary_614,M,35,3,Sud,Port-Salut,47,1/27/2025
615,Beneficiary_615,F,52,9,Ouest,Port-au-Prince,94,2/5/2025
616,Beneficiary_616,M,24,6,Sud,Aquin,22,2/7/2025
617,Beneficiary_617,F,33,9,Artibonite,Dessalines,100,3/28/2025
618,Beneficiary_618,F,20,1,Ouest,Delmas,82,2/5/2025
619,Beneficiary_619,M,65,4,Sud,Les Cayes,38,1/19/2025
620,Beneficiary_620,M,45,7,Sud,Port-Salut,82,3/4/2025
621,Beneficiary_621,F,28,7,Ouest,Tabarre,45,2/27/2025
622,Beneficiary_622,F,24,9,Ouest,Port-au-Prince,29,2/5/2025
623,Beneficiary_623,F,23,8,Sud,Port-Salut,25,2/11/2025
624,Beneficiary_624,M,35,8,Sud,Les Cayes,34,3/23/2025
625,Beneficiary_625,F,39,2,Sud,Aquin,18,3/10/2025
626,Beneficiary_626,F,40,4,Artibonite,Gonaives,66,3/5/2025
627,Beneficiary_627,F,0,6,Artibonite,Saint-Marc,57,3/12/2025
628,Beneficiary_628,F,57,6,Sud,Les Cayes,25,3/29/2025
629,Beneficiary_629,M,65,8,Ouest,Port-au-Prince,58,1/3/2025
630,Beneficiary_630,F,22,8,Ouest,Delmas,48,1/1/2025
631,Beneficiary_631,M,45,5,Artibonite,Gonaives,51,1/21/2025
632,Beneficiary_632,F,44,5,Artibonite,Gonaives,31,1/11/2025
633,Beneficiary_633,M,38,1,Artibonite,Dessalines,21,2/20/2025
634,Beneficiary_634,M,32,7,Sud,Port-Salut,31,3/25/2025
635,Beneficiary_635,M,21,4,Ouest,Port-au-Prince,74,3/3/2025
636,Beneficiary_636,M,54,9,Ouest,Delmas,62,3/29/2025
637,Beneficiary_637,M,15,6,Artibonite,Gonaives,43,1/16/2025
638,Beneficiary_638,M,56,8,Artibonite,Dessalines,52,1/10/2025
639,Beneficiary_639,M,76,2,Ouest,Carrefour,57,1/14/2025
640,Beneficiary_640,F,38,3,Artibonite,Saint-Marc,43,2/18/2025
641,Beneficiary_641,M,37,9,Ouest,Delmas,46,3/14/2025
642,Beneficiary_642,F,47,6,Ouest,Delmas,69,1/28/2025
643,Beneficiary_643,M,20,7,Sud,Aquin,23,3/20/2025
644,Beneficiary_644,M,1,2,Sud,Port-Salut,60,1/13/2025
645,Beneficiary_645,F,15,6,Ouest,Port-au-Prince,6,2/24/2025
646,Beneficiary_646,M,41,5,Artibonite,Gonaives,99,3/24/2025
647,Beneficiary_647,F,34,1,Ouest,Delmas,66,3/26/2025
648,Beneficiary_648,M,36,7,Artibonite,Gonaives,48,2/7/2025
649,Beneficiary_649,M,51,8,Sud,Les Cayes,44,2/19/2025
650,Beneficiary_650,F,39,2,Ouest,Delmas,56,3/9/2025
651,Beneficiary_651,F,22,3,Ouest,Tabarre,69,2/19/2025
652,Beneficiary_652,F,31,9,Sud,Port-Salut,34,3/29/2025
653,Beneficiary_653,M,44,1,Ouest,Carrefour,32,3/17/2025
654,Beneficiary_654,F,35,4,Ouest,Port-au-Prince,49,1/6/2025
655,Beneficiary_655,F,54,9,Ouest,Carrefour,59,2/23/2025
656,Beneficiary_656,F,34,2,Artibonite,Dessalines,66,3/23/2025
657,Beneficiary_657,M,60,5,Sud,Aquin,61,1/11/2025
658,Beneficiary_658,M,35,3,Artibonite,Gonaives,23,3/10/2025
659,Beneficiary_659,M,15,5,Artibonite,Saint-Marc,43,3/31/2025
660,Beneficiary_660,M,24,1,Artibonite,Dessalines,46,2/1/2025
661,Beneficiary_661,M,36,8,Ouest,Carrefour,60,3/20/2025
662,Beneficiary_662,F,33,3,Sud,Les Cayes,59,1/16/2025
663,Beneficiary_663,M,36,3,Ouest,Delmas,10,3/5/2025
664,Beneficiary_664,F,18,3,Artibonite,Dessalines,47,2/17/2025
665,Beneficiary_665,M,13,1,Ouest,Tabarre,61,2/12/2025
666,Beneficiary_666,M,62,5,Artibonite,Saint-Marc,74,3/15/2025
667,Beneficiary_667,F,31,8,Sud,Les Cayes,79,3/7/2025
668,Beneficiary_668,F,37,3,Artibonite,Gonaives,43,2/17/2025
669,Beneficiary_669,M,23,2,Ouest,Tabarre,43,1/30/2025
670,Beneficiary_670,M,28,1,Sud,Aquin,53,1/2/2025
671,Beneficiary_671,F,37,6,Ouest,Port-au-Prince,50,2/19/2025
672,Beneficiary_672,M,42,9,Ouest,Delmas,73,3/25/2025
673,Beneficiary_673,F,52,4,Artibonite,Gonaives,20,2/23/2025
674,Beneficiary_674,F,0,2,Sud,Port-Salut,68,3/15/2025
675,Beneficiary_675,M,10,3,Artibonite,Gonaives,45,1/29/2025
676,Beneficiary_676,F,13,2,Sud,Les Cayes,13,3/1/2025
677,Beneficiary_677,F,44,2,Artibonite,Saint-Marc,65,3/12/2025
678,Beneficiary_678,F,24,4,Artibonite,Gonaives,0,2/7/2025
679,Beneficiary_679,M,25,8,Sud,Port-Salut,57,2/17/2025
680,Beneficiary_680,M,8,9,Sud,Port-Salut,53,2/1/2025
681,Beneficiary_681,F,34,1,Ouest,Port-au-Prince,61,1/30/2025
682,Beneficiary_682,M,37,6,Sud,Port-Salut,30,1/1/2025
683,Beneficiary_683,F,56,2,Sud,Port-Salut,46,1/27/2025
684,Beneficiary_684,F,34,8,Sud,Les Cayes,31,1/8/2025
685,Beneficiary_685,M,27,1,Ouest,Tabarre,32,1/30/2025
686,Beneficiary_686,F,31,8,Sud,Port-Salut,84,1/11/2025
687,Beneficiary_687,M,10,7,Sud,Les Cayes,17,1/10/2025
688,Beneficiary_688,M,61,7,Sud,Aquin,45,3/26/2025
689,Beneficiary_689,F,22,5,Ouest,Delmas,70,2/10/2025
690,Beneficiary_690,F,24,6,Artibonite,Dessalines,86,2/27/2025
691,Beneficiary_691,M,47,4,Artibonite,Gonaives,40,1/18/2025
692,Beneficiary_692,M,73,2,Sud,Les Cayes,37,1/22/2025
693,Beneficiary_693,F,48,7,Artibonite,Saint-Marc,55,1/16/2025
694,Beneficiary_694,M,58,8,Sud,Port-Salut,81,2/9/2025
695,Beneficiary_695,M,35,2,Artibonite,Saint-Marc,34,1/21/2025
696,Beneficiary_696,M,43,4,Sud,Port-Salut,36,2/11/2025
697,Beneficiary_697,M,71,6,Ouest,Port-au-Prince,52,2/20/2025
698,Beneficiary_698,F,28,5,Sud,Les Cayes,53,1/23/2025
699,Beneficiary_699,F,10,9,Ouest,Carrefour,30,3/12/2025
700,Beneficiary_700,F,56,2,Ouest,Port-au-Prince,36,1/18/2025
701,Beneficiary_701,M,16,4,Ouest,Port-au-Prince,60,1/17/2025
702,Beneficiary_702,F,56,2,Ouest,Carrefour,64,3/16/2025
703,Beneficiary_703,M,52,1,Sud,Port-Salut,34,1/9/2025
704,Beneficiary_704,M,9,2,Ouest,Carrefour,80,2/12/2025
705,Beneficiary_705,F,29,1,Ouest,Port-au-Prince,44,1/22/2025
706,Beneficiary_706,F,58,8,Sud,Port-Salut,61,1/4/2025
707,Beneficiary_707,F,43,3,Artibonite,Dessalines,93,2/15/2025
708,Beneficiary_708,F,23,5,Ouest,Delmas,68,2/27/2025
709,Beneficiary_709,M,36,5,Ouest,Port-au-Prince,55,3/5/2025
710,Beneficiary_710,F,62,1,Artibonite,Dessalines,60,1/12/2025
711,Beneficiary_711,M,44,7,Artibonite,Saint-Marc,71,1/26/2025
712,Beneficiary_712,M,28,9,Sud,Aquin,33,1/3/2025
713,Beneficiary_713,F,16,8,Artibonite,Dessalines,10,3/11/2025
714,Beneficiary_714,F,72,7,Artibonite,Saint-Marc,27,2/4/2025
715,Beneficiary_715,F,31,4,Ouest,Port-au-Prince,44,1/4/2025
716,Beneficiary_716,F,40,9,Artibonite,Gonaives,66,2/15/2025
717,Beneficiary_717,M,50,2,Sud,Les Cayes,38,2/1/2025
718,Beneficiary_718,F,31,9,Sud,Les Cayes,55,1/8/2025
719,Beneficiary_719,F,30,3,Ouest,Carrefour,82,1/23/2025
720,Beneficiary_720,F,43,1,Ouest,Tabarre,64,3/31/2025
721,Beneficiary_721,M,46,4,Artibonite,Dessalines,73,3/5/2025
722,Beneficiary_722,M,38,8,Sud,Port-Salut,24,1/5/2025
723,Beneficiary_723,M,42,4,Ouest,Port-au-Prince,36,1/3/2025
724,Beneficiary_724,M,25,6,Sud,Port-Salut,61,3/20/2025
725,Beneficiary_725,F,57,3,Ouest,Delmas,50,2/11/2025
726,Beneficiary_726,M,40,3,Ouest,Port-au-Prince,84,1/15/2025
727,Beneficiary_727,M,39,6,Sud,Port-Salut,100,3/26/2025
728,Beneficiary_728,M,45,6,Artibonite,Dessalines,14,2/8/2025
729,Beneficiary_729,M,48,7,Artibonite,Gonaives,57,3/23/2025
730,Beneficiary_730,F,58,3,Artibonite,Dessalines,63,3/13/2025
731,Beneficiary_731,F,32,4,Sud,Aquin,25,3/27/2025
732,Beneficiary_732,F,31,5,Sud,Les Cayes,32,3/30/2025
733,Beneficiary_733,M,24,1,Artibonite,Gonaives,61,3/31/2025
734,Beneficiary_734,M,65,3,Sud,Port-Salut,57,3/19/2025
735,Beneficiary_735,M,13,2,Artibonite,Dessalines,58,3/5/2025
736,Beneficiary_736,M,56,4,Ouest,Tabarre,37,2/14/2025
737,Beneficiary_737,M,32,6,Artibonite,Gonaives,50,2/27/2025
738,Beneficiary_738,M,20,4,Ouest,Tabarre,62,3/30/2025
739,Beneficiary_739,F,32,2,Ouest,Tabarre,58,1/1/2025
740,Beneficiary_740,F,19,7,Ouest,Carrefour,41,1/22/2025
741,Beneficiary_741,F,48,6,Artibonite,Saint-Marc,42,3/11/2025
742,Beneficiary_742,F,66,4,Artibonite,Gonaives,42,1/21/2025
743,Beneficiary_743,M,39,5,Artibonite,Gonaives,68,1/3/2025
744,Beneficiary_744,M,9,2,Artibonite,Saint-Marc,14,2/13/2025
745,Beneficiary_745,M,7,2,Ouest,Carrefour,75,3/12/2025
