distribution_id,beneficiary_id,distribution_date,assistance_type,amount,cycle
796,297,5/14/2025,cash,110,2
797,297,6/10/2025,food,110,3
798,298,4/15/2025,cash,110,1
799,298,5/15/2025,cash,110,2
800,298,6/20/2025,cash,90,3
801,299,4/18/2025,cash,110,1
802,299,5/12/2025,food,90,2
803,299,6/13/2025,food,90,3
804,300,4/10/2025,food,100,1
805,300,5/11/2025,food,100,2
806,300,6/11/2025,food,90,3
807,301,4/11/2025,cash,110,1
808,301,5/15/2025,cash,90,2
809,301,6/13/2025,food,100,3
810,302,4/13/2025,food,110,1
811,302,5/13/2025,cash,100,2
812,302,6/14/2025,cash,100,3
813,303,4/15/2025,food,90,1
814,303,5/14/2025,cash,90,2
815,304,4/17/2025,food,90,1
816,304,5/19/2025,food,100,2
817,304,6/18/2025,food,110,3
818,305,4/12/2025,cash,110,1
819,305,5/18/2025,cash,110,2
820,305,6/20/2025,food,90,3
821,306,4/18/2025,food,90,1
822,306,5/13/2025,food,90,2
823,306,6/10/2025,cash,110,3
824,307,4/12/2025,food,90,1
825,307,5/15/2025,food,110,2
826,307,6/19/2025,cash,100,3
827,308,4/20/2025,food,90,1
828,308,5/17/2025,food,100,2
829,308,6/11/2025,cash,100,3
830,309,4/17/2025,cash,90,1
831,309,5/19/2025,food,110,2
832,309,6/16/2025,food,100,3
833,310,4/14/2025,food,110,1
834,310,5/20/2025,food,100,2
835,310,6/13/2025,cash,100,3
836,311,4/14/2025,food,110,1
837,311,5/18/2025,cash,100,2
838,311,6/18/2025,cash,110,3
839,312,4/12/2025,food,90,1
840,312,6/12/2025,food,100,3
841,313,4/17/2025,cash,110,1
842,313,5/12/2025,food,100,2
843,313,6/13/2025,cash,100,3
844,314,4/13/2025,cash,110,1
845,314,5/15/2025,cash,100,2
846,314,6/11/2025,food,110,3
847,315,4/13/2025,food,110,1
848,315,5/17/2025,cash,90,2
849,315,6/15/2025,cash,100,3
850,316,4/14/2025,food,110,1
851,316,5/11/2025,food,100,2
852,316,6/19/2025,cash,90,3
853,317,4/12/2025,cash,100,1
854,317,5/18/2025,cash,110,2
855,317,6/16/2025,cash,110,3
856,318,4/17/2025,cash,90,1
857,318,5/16/2025,cash,100,2
858,318,6/12/2025,food,90,3
859,319,4/16/2025,food,90,1
860,319,5/16/2025,cash,90,2
861,319,6/18/2025,cash,100,3
862,320,4/15/2025,cash,110,1
863,320,5/10/2025,cash,100,2
864,320,6/18/2025,food,110,3
865,321,4/17/2025,food,100,1
866,321,5/14/2025,food,100,2
867,321,6/11/2025,food,110,3
868,322,4/17/2025,food,110,1
869,322,6/12/2025,food,110,3
870,323,4/20/2025,cash,90,1
871,323,5/19/2025,food,90,2
872,323,6/19/2025,food,100,3
873,324,4/14/2025,cash,90,1
874,324,5/17/2025,food,90,2
875,324,6/20/2025,food,100,3
876,325,4/20/2025,food,90,1
877,325,5/12/2025,food,100,2
878,325,6/17/2025,food,100,3
879,326,4/19/2025,cash,100,1
880,326,5/18/2025,food,90,2
881,326,6/18/2025,cash,90,3
882,327,4/20/2025,food,100,1
883,327,5/15/2025,food,110,2
884,327,6/18/2025,food,90,3
885,328,4/15/2025,cash,90,1
886,328,5/20/2025,cash,100,2
887,328,6/11/2025,food,110,3
888,329,4/16/2025,food,90,1
889,329,5/14/2025,cash,100,2
890,330,4/19/2025,food,100,1
891,330,5/18/2025,cash,110,2
892,330,6/15/2025,food,90,3
893,331,4/16/2025,food,110,1
894,331,5/12/2025,food,110,2
895,331,6/19/2025,food,90,3
896,332,4/14/2025,cash,100,1
897,332,5/16/2025,cash,100,2
898,332,6/19/2025,food,90,3
899,333,4/10/2025,food,90,1
900,333,5/14/2025,food,110,2
901,333,6/19/2025,food,110,3
902,334,4/18/2025,cash,100,1
903,334,5/15/2025,food,90,2
904,334,6/17/2025,cash,110,3
905,335,4/20/2025,food,100,1
906,335,5/20/2025,cash,110,2
907,335,6/15/2025,cash,90,3
908,336,4/18/2025,food,100,1
909,336,5/15/2025,food,110,2
910,336,6/12/2025,cash,110,3
911,337,4/16/2025,food,90,1
912,337,5/14/2025,food,90,2
913,337,6/18/2025,cash,100,3
914,338,4/11/2025,cash,100,1
915,338,5/11/2025,food,90,2
916,338,6/16/2025,food,100,3
917,339,4/16/2025,food,100,1
918,339,5/20/2025,cash,110,2
919,339,6/20/2025,food,110,3
920,340,4/16/2025,cash,100,1
921,340,5/17/2025,food,100,2
922,340,6/12/2025,food,100,3
923,341,4/15/2025,food,110,1
924,341,5/11/2025,food,110,2
925,341,6/16/2025,food,90,3
926,342,4/19/2025,cash,90,1
927,342,5/18/2025,cash,110,2
928,342,6/16/2025,cash,100,3
929,343,4/12/2025,food,110,1
930,343,5/15/2025,cash,110,2
931,343,6/20/2025,food,110,3
932,344,4/13/2025,cash,100,1
933,344,5/13/2025,cash,100,2
934,345,5/14/2025,cash,90,2
935,345,6/17/2025,food,90,3
936,346,4/17/2025,cash,90,1
937,346,6/11/2025,food,90,3
938,347,4/11/2025,cash,110,1
939,347,5/20/2025,food,110,2
940,348,4/11/2025,food,100,1
941,348,5/18/2025,cash,110,2
942,348,6/20/2025,cash,100,3
943,349,4/10/2025,food,100,1
944,349,5/10/2025,food,100,2
945,349,6/18/2025,food,100,3
946,350,4/11/2025,cash,100,1
947,350,5/19/2025,cash,110,2
948,350,6/16/2025,food,90,3
949,351,5/13/2025,food,90,2
950,351,6/11/2025,food,110,3
951,352,4/13/2025,food,100,1
952,352,5/17/2025,food,100,2
953,352,6/19/2025,food,110,3
954,353,4/12/2025,cash,110,1
955,353,5/13/2025,food,110,2
956,353,6/14/2025,food,110,3
957,354,4/20/2025,food,100,1
958,354,5/20/2025,food,90,2
959,354,6/12/2025,cash,110,3
960,355,4/16/2025,food,110,1
961,355,5/13/2025,food,90,2
962,355,6/14/2025,food,110,3
963,356,4/18/2025,food,100,1
964,356,5/12/2025,food,110,2
965,356,6/18/2025,food,110,3
966,357,4/17/2025,cash,110,1
967,357,5/17/2025,food,90,2
968,357,6/11/2025,food,90,3
969,358,4/13/2025,cash,100,1
970,358,5/11/2025,cash,100,2
971,358,6/19/2025,cash,110,3
972,359,4/18/2025,cash,110,1
973,359,5/20/2025,cash,100,2
974,359,6/15/2025,cash,100,3
975,360,4/18/2025,cash,90,1
976,360,5/18/2025,cash,90,2
977,360,6/12/2025,cash,90,3
978,361,4/17/2025,cash,90,1
979,361,6/14/2025,cash,110,3
980,362,4/11/2025,cash,110,1
981,362,5/13/2025,cash,90,2
982,362,6/19/2025,food,100,3
983,363,4/10/2025,food,110,1
984,363,5/17/2025,cash,100,2
985,363,6/13/2025,cash,110,3
986,364,4/19/2025,food,100,1
987,364,5/19/2025,food,90,2
988,364,6/17/2025,cash,110,3
989,365,4/19/2025,food,90,1
990,365,5/16/2025,food,100,2
991,365,6/15/2025,food,110,3
992,366,4/20/2025,food,100,1
993,366,5/13/2025,food,100,2
994,366,6/18/2025,food,110,3
995,367,4/12/2025,food,90,1
996,367,5/18/2025,food,100,2
997,367,6/11/2025,food,110,3
998,368,4/17/2025,food,110,1
999,368,5/12/2025,cash,90,2
1000,368,6/13/2025,food,110,3
1001,369,4/18/2025,food,90,1
1002,369,5/19/2025,cash,110,2
1003,369,6/15/2025,cash,90,3
1004,370,4/12/2025,cash,110,1
1005,370,5/15/2025,food,110,2
1006,370,6/16/2025,food,90,3
1007,371,5/14/2025,food,90,2
1008,371,6/15/2025,food,100,3
1009,372,4/19/2025,food,100,1
1010,372,5/16/2025,cash,100,2
1011,372,6/12/2025,food,100,3
1012,373,4/13/2025,cash,110,1
1013,373,5/14/2025,food,90,2
1014,373,6/16/2025,food,110,3
1015,374,4/13/2025,cash,110,1
1016,374,5/14/2025,cash,90,2
1017,374,6/15/2025,food,110,3
1018,375,4/10/2025,food,110,1
1019,375,6/13/2025,food,110,3
1020,376,4/10/2025,cash,90,1
1021,376,5/14/2025,food,100,2
1022,377,4/12/2025,cash,100,1
1023,377,6/12/2025,cash,110,3
1024,378,4/13/2025,cash,100,1
1025,378,5/19/2025,food,110,2
1026,378,6/14/2025,cash,90,3
1027,379,4/11/2025,food,100,1
1028,379,6/13/2025,cash,100,3
1029,380,4/17/2025,food,100,1
1030,380,5/14/2025,food,110,2
1031,380,6/10/2025,cash,90,3
1032,381,4/16/2025,food,100,1
1033,381,5/18/2025,cash,110,2
1034,381,6/19/2025,food,90,3
1035,382,5/15/2025,food,100,2
1036,382,6/20/2025,cash,110,3
1037,383,4/11/2025,cash,110,1
1038,383,5/18/2025,cash,110,2
1039,384,4/13/2025,cash,110,1
1040,384,5/14/2025,food,100,2
1041,384,6/12/2025,food,90,3
1042,385,4/19/2025,food,100,1
1043,385,5/16/2025,cash,100,2
1044,385,6/10/2025,food,90,3
1045,386,4/15/2025,food,90,1
1046,386,5/13/2025,food,110,2
1047,386,6/20/2025,cash,110,3
1048,387,5/19/2025,cash,90,2
1049,387,6/13/2025,food,90,3
1050,388,4/18/2025,cash,90,1
1051,388,5/11/2025,food,100,2
1052,389,4/13/2025,food,90,1
1053,389,5/14/2025,cash,90,2
1054,389,6/10/2025,cash,100,3
1055,390,4/16/2025,cash,100,1
1056,390,5/13/2025,food,90,2
1057,390,6/16/2025,cash,90,3
1058,391,4/19/2025,cash,90,1
1059,391,6/19/2025,cash,90,3
1060,392,4/11/2025,food,110,1
1061,392,5/15/2025,food,90,2
1062,392,6/11/2025,food,100,3
1063,393,4/11/2025,food,90,1
1064,393,5/16/2025,food,90,2
1065,393,6/14/2025,cash,100,3
1066,394,5/13/2025,cash,110,2
1067,394,6/16/2025,food,90,3
1068,395,5/20/2025,food,90,2
1069,395,6/13/2025,cash,110,3
1070,396,4/18/2025,cash,90,1
1071,396,5/10/2025,cash,110,2
1072,396,6/20/2025,food,100,3
1073,397,4/12/2025,food,90,1
1074,397,5/18/2025,cash,110,2
1075,397,6/20/2025,cash,100,3
1076,398,4/11/2025,cash,90,1
1077,398,5/14/2025,food,110,2
1078,398,6/14/2025,food,90,3
1079,399,4/15/2025,cash,100,1
1080,399,5/12/2025,food,90,2
1081,399,6/19/2025,cash,90,3
1082,400,4/15/2025,cash,90,1
1083,400,5/11/2025,cash,100,2
1084,400,6/16/2025,food,90,3
1085,401,4/20/2025,cash,100,1
1086,401,5/14/2025,cash,100,2
1087,401,6/15/2025,cash,100,3
1088,402,4/19/2025,cash,90,1
1089,402,5/12/2025,cash,90,2
1090,402,6/11/2025,food,100,3
1091,403,4/11/2025,cash,90,1
1092,403,5/20/2025,food,100,2
1093,403,6/17/2025,food,90,3
1094,404,4/15/2025,cash,110,1
1095,404,5/10/2025,food,110,2
1096,404,6/13/2025,cash,90,3
1097,405,4/10/2025,cash,90,1
1098,405,5/10/2025,food,100,2
1099,405,6/13/2025,food,100,3
1100,406,5/14/2025,food,90,2
1101,406,6/20/2025,food,100,3
1102,407,5/15/2025,food,110,2
1103,407,6/11/2025,food,110,3
1104,408,4/15/2025,food,110,1
1105,408,5/18/2025,cash,90,2
1106,408,6/17/2025,cash,90,3
1107,409,4/14/2025,cash,100,1
1108,409,5/16/2025,cash,110,2
1109,409,6/18/2025,cash,90,3
1110,410,4/13/2025,cash,90,1
1111,410,5/15/2025,cash,110,2
1112,410,6/18/2025,cash,110,3
1113,411,4/13/2025,cash,100,1
1114,411,5/20/2025,cash,110,2
1115,411,6/19/2025,cash,110,3
1116,412,4/19/2025,food,90,1
1117,412,5/16/2025,food,100,2
1118,413,5/17/2025,food,90,2
1119,413,6/14/2025,cash,90,3
1120,414,4/18/2025,food,90,1
1121,414,6/11/2025,cash,100,3
1122,415,4/17/2025,cash,90,1
1123,415,5/12/2025,food,100,2
1124,415,6/13/2025,food,90,3
1125,416,4/14/2025,cash,100,1
1126,416,5/19/2025,cash,90,2
1127,416,6/20/2025,food,100,3
1128,417,4/11/2025,food,110,1
1129,417,5/20/2025,food,90,2
1130,417,6/14/2025,cash,110,3
1131,418,4/17/2025,cash,90,1
1132,418,5/15/2025,food,90,2
1133,418,6/14/2025,cash,110,3
1134,419,4/19/2025,cash,110,1
1135,419,5/17/2025,food,90,2
1136,419,6/11/2025,food,90,3
1137,420,4/20/2025,food,110,1
1138,420,6/20/2025,cash,100,3
1139,421,4/14/2025,food,110,1
1140,421,5/16/2025,food,100,2
1141,421,6/11/2025,food,90,3
1142,422,4/13/2025,food,110,1
1143,422,5/17/2025,food,110,2
1144,422,6/20/2025,food,90,3
1145,423,4/19/2025,cash,110,1
1146,423,5/13/2025,food,110,2
1147,423,6/19/2025,food,100,3
1148,424,4/10/2025,food,110,1
1149,424,5/17/2025,cash,100,2
1150,424,6/20/2025,food,110,3
1151,425,5/12/2025,cash,110,2
1152,426,4/16/2025,cash,110,1
1153,426,5/14/2025,food,110,2
1154,426,6/13/2025,food,100,3
1155,427,4/15/2025,food,110,1
1156,427,6/12/2025,cash,110,3
1157,428,4/18/2025,food,110,1
1158,428,5/15/2025,cash,100,2
1159,428,6/15/2025,food,110,3
1160,429,4/13/2025,food,100,1
1161,429,5/11/2025,food,100,2
1162,429,6/20/2025,cash,100,3
1163,430,4/17/2025,food,100,1
1164,430,5/15/2025,cash,90,2
1165,430,6/11/2025,cash,110,3
1166,431,4/18/2025,food,110,1
1167,431,5/16/2025,cash,90,2
1168,431,6/19/2025,food,100,3
1169,432,4/15/2025,food,100,1
1170,432,5/16/2025,cash,110,2
1171,432,6/14/2025,cash,100,3
1172,433,5/10/2025,cash,110,2
1173,433,6/14/2025,cash,100,3
1174,434,4/13/2025,cash,90,1
1175,434,5/13/2025,cash,90,2
1176,434,6/10/2025,food,100,3
1177,435,4/18/2025,cash,100,1
1178,435,5/18/2025,food,110,2
1179,435,6/16/2025,food,110,3
1180,436,4/15/2025,food,100,1
1181,436,5/13/2025,food,110,2
1182,436,6/12/2025,food,110,3
1183,437,4/18/2025,cash,90,1
1184,437,6/18/2025,food,110,3
1185,438,4/19/2025,cash,110,1
1186,438,5/20/2025,cash,100,2
1187,438,6/10/2025,food,110,3
1188,439,4/19/2025,food,90,1
1189,439,6/18/2025,food,110,3
1190,440,4/15/2025,food,110,1
1191,440,5/20/2025,food,90,2
1192,441,4/14/2025,cash,110,1
1193,441,5/16/2025,cash,100,2
1194,441,6/17/2025,food,110,3
1195,442,4/14/2025,food,90,1
1196,442,5/18/2025,food,90,2
1197,442,6/20/2025,food,90,3
1198,443,5/15/2025,cash,90,2
1199,443,6/18/2025,food,110,3
1200,444,4/13/2025,cash,110,1
1201,444,5/12/2025,cash,90,2
1202,444,6/17/2025,cash,100,3
1203,445,4/16/2025,food,100,1
1204,445,5/17/2025,cash,100,2
1205,445,6/14/2025,food,90,3
1206,446,4/14/2025,food,90,1
1207,446,5/16/2025,cash,90,2
1208,446,6/20/2025,cash,100,3
1209,447,4/11/2025,food,90,1
1210,447,5/10/2025,cash,110,2
1211,447,6/12/2025,cash,110,3
1212,448,4/15/2025,food,100,1
1213,448,5/19/2025,food,90,2
1214,449,4/19/2025,food,90,1
1215,449,5/15/2025,cash,110,2
1216,450,4/19/2025,cash,100,1
1217,450,5/12/2025,cash,100,2
1218,450,6/10/2025,cash,100,3
1219,451,5/20/2025,cash,110,2
1220,451,6/11/2025,food,90,3
1221,452,4/19/2025,food,100,1
1222,452,6/16/2025,food,90,3
1223,453,4/11/2025,food,90,1
1224,453,5/13/2025,food,90,2
1225,453,6/10/2025,food,90,3
1226,454,6/20/2025,cash,110,3
1227,455,4/20/2025,food,110,1
1228,455,5/18/2025,food,110,2
1229,455,6/14/2025,food,90,3
1230,456,4/13/2025,food,110,1
1231,456,5/16/2025,food,90,2
1232,456,6/17/2025,cash,100,3
1233,457,4/19/2025,food,100,1
1234,457,5/14/2025,cash,110,2
1235,457,6/13/2025,cash,100,3
1236,458,4/19/2025,cash,110,1
1237,458,5/10/2025,cash,90,2
1238,459,4/15/2025,cash,110,1
1239,459,5/18/2025,cash,110,2
1240,459,6/10/2025,cash,90,3
1241,460,4/12/2025,cash,110,1
1242,460,5/13/2025,food,90,2
1243,460,6/19/2025,cash,90,3
1244,461,5/11/2025,food,90,2
1245,462,4/15/2025,cash,100,1
1246,462,5/15/2025,food,90,2
1247,462,6/19/2025,cash,110,3
1248,463,4/16/2025,food,90,1
1249,463,6/14/2025,food,110,3
1250,464,4/16/2025,food,100,1
1251,464,5/13/2025,food,100,2
1252,464,6/20/2025,food,90,3
1253,465,4/17/2025,cash,110,1
1254,465,5/11/2025,cash,90,2
1255,465,6/17/2025,cash,90,3
1256,466,4/12/2025,food,110,1
1257,466,5/16/2025,food,110,2
1258,466,6/19/2025,food,90,3
1259,467,4/16/2025,cash,90,1
1260,467,5/17/2025,cash,90,2
1261,467,6/10/2025,food,100,3
1262,468,4/13/2025,cash,100,1
1263,468,5/11/2025,cash,100,2
1264,468,6/17/2025,cash,100,3
1265,469,4/10/2025,cash,90,1
1266,469,5/10/2025,cash,90,2
1267,469,6/14/2025,cash,100,3
1268,470,4/20/2025,cash,100,1
1269,470,5/14/2025,cash,90,2
1270,470,6/13/2025,food,110,3
1271,471,4/10/2025,food,90,1
1272,471,5/19/2025,food,110,2
1273,471,6/18/2025,food,90,3
1274,472,4/11/2025,food,110,1
1275,472,5/19/2025,cash,110,2
1276,473,4/12/2025,cash,110,1
1277,473,5/16/2025,cash,110,2
1278,473,6/16/2025,cash,90,3
1279,474,4/10/2025,cash,90,1
1280,474,5/17/2025,food,100,2
1281,474,6/16/2025,food,110,3
1282,475,4/17/2025,food,100,1
1283,475,6/17/2025,cash,100,3
1284,476,4/15/2025,cash,90,1
1285,476,5/12/2025,food,100,2
1286,476,6/15/2025,cash,100,3
1287,477,4/12/2025,cash,100,1
1288,477,5/18/2025,cash,100,2
1289,477,6/20/2025,food,90,3
1290,478,5/16/2025,food,110,2
1291,478,6/16/2025,food,100,3
1292,479,4/20/2025,food,90,1
1293,479,5/13/2025,cash,90,2
1294,479,6/19/2025,cash,110,3
1295,480,4/19/2025,food,100,1
1296,480,5/16/2025,food,110,2
1297,480,6/16/2025,cash,100,3
1298,481,4/20/2025,food,100,1
1299,482,4/16/2025,cash,90,1
1300,482,5/18/2025,cash,110,2
1301,482,6/18/2025,food,90,3
1302,483,5/13/2025,food,110,2
1303,483,6/14/2025,cash,110,3
1304,484,4/13/2025,cash,100,1
1305,484,5/13/2025,cash,100,2
1306,484,6/19/2025,cash,110,3
1307,485,4/11/2025,cash,90,1
1308,485,5/10/2025,food,90,2
1309,485,6/15/2025,cash,110,3
1310,486,4/13/2025,food,90,1
1311,486,5/15/2025,food,100,2
1312,486,6/12/2025,food,100,3
1313,487,4/18/2025,cash,90,1
1314,487,5/11/2025,food,90,2
1315,487,6/20/2025,food,110,3
1316,488,5/13/2025,cash,110,2
1317,489,5/10/2025,cash,100,2
1318,489,6/17/2025,cash,90,3
1319,490,4/15/2025,food,110,1
1320,490,5/17/2025,cash,100,2
1321,491,4/15/2025,cash,100,1
1322,491,5/12/2025,food,110,2
1323,491,6/12/2025,cash,110,3
1324,492,4/20/2025,food,100,1
1325,492,5/11/2025,food,110,2
1326,493,4/19/2025,food,90,1
1327,493,5/14/2025,cash,110,2
1328,493,6/18/2025,cash,100,3
1329,494,4/12/2025,cash,110,1
1330,494,5/14/2025,food,100,2
1331,495,4/14/2025,food,110,1
1332,495,5/18/2025,cash,90,2
1333,495,6/19/2025,cash,110,3
1334,496,4/14/2025,food,90,1
1335,496,6/10/2025,food,110,3
1336,497,4/15/2025,food,100,1
1337,497,5/12/2025,food,110,2
1338,497,6/13/2025,food,100,3
1339,498,4/17/2025,cash,110,1
1340,498,6/11/2025,cash,90,3
1341,499,4/11/2025,cash,90,1
1342,499,5/11/2025,cash,110,2
1343,499,6/11/2025,cash,90,3
1344,500,4/15/2025,cash,90,1
1345,500,5/17/2025,food,110,2
1346,500,6/11/2025,cash,110,3
1347,501,4/11/2025,cash,90,1
1348,501,5/11/2025,cash,100,2
1349,501,6/13/2025,cash,90,3
1350,502,4/16/2025,food,110,1
1351,502,5/17/2025,cash,110,2
1352,503,4/12/2025,food,100,1
1353,503,5/19/2025,cash,100,2
1354,503,6/10/2025,cash,90,3
1355,504,5/18/2025,cash,110,2
1356,504,6/11/2025,cash,90,3
1357,505,4/13/2025,cash,100,1
1358,505,5/19/2025,food,110,2
1359,505,6/20/2025,food,90,3
1360,506,4/15/2025,cash,110,1
1361,506,5/20/2025,food,100,2
1362,506,6/11/2025,cash,90,3
1363,507,4/10/2025,food,90,1
1364,507,5/17/2025,cash,110,2
1365,507,6/15/2025,food,110,3
1366,508,4/20/2025,cash,110,1
1367,508,5/15/2025,food,100,2
1368,508,6/17/2025,food,100,3
1369,509,4/17/2025,food,110,1
1370,509,6/19/2025,cash,90,3
1371,510,4/16/2025,food,100,1
1372,510,5/16/2025,food,100,2
1373,510,6/12/2025,food,100,3
1374,511,5/15/2025,food,110,2
1375,511,6/15/2025,cash,100,3
1376,512,4/20/2025,cash,90,1
1377,512,5/12/2025,cash,90,2
1378,512,6/17/2025,cash,100,3
1379,513,4/10/2025,food,100,1
1380,513,5/18/2025,food,90,2
1381,513,6/19/2025,food,100,3
1382,514,4/12/2025,food,110,1
1383,514,5/11/2025,cash,100,2
1384,514,6/19/2025,food,90,3
1385,515,4/17/2025,cash,100,1
1386,515,5/14/2025,cash,100,2
1387,515,6/20/2025,food,110,3
1388,516,4/12/2025,food,100,1
1389,516,5/12/2025,food,110,2
1390,517,4/17/2025,food,100,1
1391,517,5/15/2025,cash,100,2
1392,517,6/17/2025,food,110,3
1393,518,4/15/2025,cash,90,1
1394,518,6/19/2025,cash,110,3
1395,519,4/13/2025,cash,100,1
1396,519,5/10/2025,food,110,2
1397,519,6/16/2025,cash,110,3
1398,520,4/18/2025,food,100,1
1399,520,5/14/2025,cash,100,2
1400,520,6/13/2025,food,110,3
1401,521,4/10/2025,food,90,1
1402,521,5/10/2025,food,100,2
1403,521,6/17/2025,cash,100,3
1404,522,5/15/2025,cash,110,2
1405,522,6/19/2025,cash,100,3
1406,523,4/13/2025,food,90,1
1407,523,5/16/2025,cash,100,2
1408,523,6/12/2025,food,90,3
1409,524,4/20/2025,food,90,1
1410,524,5/12/2025,food,110,2
1411,524,6/12/2025,food,100,3
1412,525,4/14/2025,food,100,1
1413,525,5/19/2025,food,100,2
1414,525,6/12/2025,food,90,3
1415,526,4/15/2025,food,100,1
1416,526,5/16/2025,cash,110,2
1417,526,6/15/2025,food,90,3
1418,527,4/10/2025,food,100,1
1419,527,5/19/2025,cash,110,2
1420,527,6/12/2025,food,90,3
1421,528,5/11/2025,cash,110,2
1422,528,6/15/2025,food,100,3
1423,529,4/15/2025,cash,100,1
1424,529,5/10/2025,food,110,2
1425,529,6/12/2025,cash,90,3
1426,530,4/11/2025,food,90,1
1427,530,5/20/2025,cash,90,2
1428,530,6/13/2025,food,90,3
1429,531,4/13/2025,cash,90,1
1430,531,5/15/2025,food,110,2
1431,531,6/10/2025,food,100,3
1432,532,4/16/2025,cash,90,1
1433,532,5/10/2025,cash,90,2
1434,532,6/10/2025,food,110,3
1435,533,4/15/2025,cash,100,1
1436,533,5/18/2025,cash,110,2
1437,533,6/14/2025,food,110,3
1438,534,4/16/2025,cash,90,1
1439,534,5/14/2025,food,90,2
1440,534,6/14/2025,food,90,3
1441,535,4/17/2025,cash,100,1
1442,535,5/20/2025,food,90,2
1443,535,6/10/2025,food,90,3
1444,536,4/13/2025,cash,110,1
1445,536,5/14/2025,cash,110,2
1446,536,6/15/2025,food,90,3
1447,537,4/13/2025,food,90,1
1448,537,5/14/2025,cash,90,2
1449,537,6/15/2025,cash,100,3
1450,538,5/15/2025,food,100,2
1451,538,6/12/2025,food,100,3
1452,539,4/14/2025,cash,90,1
1453,539,5/10/2025,cash,110,2
1454,539,6/10/2025,food,90,3
1455,540,4/16/2025,cash,90,1
1456,540,5/13/2025,cash,100,2
1457,540,6/15/2025,cash,100,3
1458,541,4/10/2025,food,90,1
1459,541,5/14/2025,cash,100,2
1460,541,6/13/2025,cash,110,3
1461,542,4/20/2025,cash,100,1
1462,542,5/11/2025,cash,110,2
1463,542,6/19/2025,food,100,3
1464,543,4/19/2025,food,90,1
1465,543,5/12/2025,cash,90,2
1466,543,6/16/2025,cash,90,3
1467,544,4/17/2025,food,90,1
1468,544,6/10/2025,cash,100,3
1469,545,4/17/2025,cash,100,1
1470,545,5/14/2025,cash,90,2
1471,545,6/10/2025,cash,110,3
1472,546,4/16/2025,food,90,1
1473,546,5/10/2025,food,100,2
1474,546,6/15/2025,food,100,3
1475,547,4/15/2025,food,110,1
1476,547,5/12/2025,food,110,2
1477,547,6/16/2025,cash,110,3
1478,548,4/17/2025,food,100,1
1479,548,5/20/2025,food,110,2
1480,548,6/15/2025,food,90,3
1481,549,4/12/2025,food,100,1
1482,549,5/17/2025,cash,90,2
1483,549,6/20/2025,cash,110,3
1484,550,4/20/2025,cash,110,1
1485,550,5/13/2025,food,90,2
1486,550,6/11/2025,cash,110,3
1487,551,4/10/2025,food,110,1
1488,551,5/12/2025,cash,110,2
1489,551,6/15/2025,food,90,3
1490,552,4/15/2025,food,110,1
1491,552,5/16/2025,cash,110,2
1492,552,6/16/2025,cash,90,3
1493,553,4/17/2025,cash,110,1
1494,553,5/13/2025,cash,110,2
1495,553,6/17/2025,cash,90,3
1496,554,4/14/2025,cash,100,1
1497,554,5/13/2025,cash,90,2
1498,554,6/10/2025,food,90,3
1499,555,4/20/2025,cash,90,1
1500,555,5/11/2025,food,100,2
1501,555,6/10/2025,food,100,3
1502,556,4/13/2025,food,100,1
1503,556,5/17/2025,cash,110,2
1504,556,6/10/2025,food,100,3
1505,557,4/14/2025,food,100,1
1506,557,5/11/2025,food,110,2
1507,557,6/15/2025,food,90,3
1508,558,4/17/2025,cash,100,1
1509,558,5/11/2025,cash,90,2
1510,558,6/20/2025,cash,100,3
1511,559,4/15/2025,cash,110,1
1512,559,6/14/2025,food,90,3
1513,560,4/11/2025,cash,110,1
1514,560,5/20/2025,cash,110,2
1515,560,6/18/2025,cash,100,3
1516,561,4/19/2025,food,110,1
1517,561,5/10/2025,food,110,2
1518,561,6/18/2025,food,90,3
1519,562,5/12/2025,cash,100,2
1520,562,6/16/2025,cash,110,3
1521,563,4/11/2025,cash,100,1
1522,563,5/10/2025,food,110,2
1523,563,6/12/2025,food,90,3
1524,564,4/13/2025,food,110,1
1525,564,5/17/2025,cash,110,2
1526,564,6/11/2025,cash,90,3
1527,565,4/19/2025,cash,100,1
1528,565,5/16/2025,cash,110,2
1529,565,6/15/2025,cash,100,3
1530,566,4/14/2025,food,110,1
1531,566,5/11/2025,cash,90,2
1532,566,6/20/2025,food,100,3
1533,567,4/13/2025,cash,90,1
1534,567,5/11/2025,cash,110,2
1535,567,6/20/2025,food,110,3
1536,568,4/11/2025,cash,110,1
1537,568,5/18/2025,cash,90,2
1538,568,6/14/2025,cash,110,3
1539,569,4/10/2025,food,90,1
1540,569,5/10/2025,cash,110,2
1541,569,6/19/2025,cash,100,3
1542,570,4/12/2025,food,90,1
1543,570,5/13/2025,cash,110,2
1544,570,6/17/2025,cash,90,3
1545,571,4/18/2025,cash,90,1
1546,571,5/18/2025,cash,90,2
1547,571,6/11/2025,cash,90,3
1548,572,4/16/2025,food,90,1
1549,572,5/16/2025,cash,100,2
1550,572,6/15/2025,food,90,3
1551,573,4/15/2025,food,100,1
1552,573,5/13/2025,cash,100,2
1553,573,6/18/2025,food,110,3
1554,574,4/20/2025,cash,90,1
1555,574,5/14/2025,food,90,2
1556,574,6/10/2025,food,90,3
1557,575,4/12/2025,cash,100,1
1558,575,5/14/2025,food,110,2
1559,575,6/15/2025,food,110,3
1560,576,4/14/2025,food,110,1
1561,576,5/19/2025,cash,100,2
